survived,num__age,num__sibsp,num__parch,num__familiares,fare__fare,cat__sex_male,cat__embarked_Q,cat__embarked_S,cat__titulo_Miss,cat__titulo_Mr,cat__titulo_Mrs,cat__titulo_Otro,cat__pclass_2,cat__pclass_3
0,-0.5648658053199117,1.340131927606843,-0.4736736092984604,0.6792945838081278,0.16437971416667366,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.840782131140225,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.029312075627065143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-1.6190076655052117,3.1548090514635256,0.7676298785983874,2.5396987052416584,0.7678594338107121,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.6285388035861378,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8131032608653792,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.3523989202520101,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.4362199751817062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.06255659677523837,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.3444394801955362,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2.4843633338738087,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.2189504454470093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.4680517221099798,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.6557188297748954,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.6285388035861378,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5368057694182641,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.09793048470091957,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8823470582632056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.7605032172079365,0.4327933656785018,2.0089333664952354,1.299429290952638,0.40928266156909443,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-1.336016562099762,4.0621476133918675,2.0089333664952354,3.779968119530679,0.936361092700485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.5577910277347753,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8823470582632056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.5741733858870235,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.4787785499834798,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1.0694078168465604,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.5221510751129648,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-1.831250993059299,2.2474704895351842,2.0089333664952354,2.5396987052416584,0.4146557174979072,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.05912957768910492,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.4082334475616762,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-1.6197151432637253,0.4327933656785018,0.7676298785983874,0.6792945838081278,-0.1800831698720664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.06255659677523837,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5368057694182641,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.7700343552888627,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7718965778779472,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.9115299069915874,3.1548090514635256,2.0089333664952354,3.1598334123861687,-0.798539974052802,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.27479992432932565,1.340131927606843,-0.4736736092984604,0.6792945838081278,-0.7165619336211217,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.14968673077884892,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5368057694182641,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.9822776828429499,4.0621476133918675,2.0089333664952354,3.779968119530679,0.936361092700485,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.6285388035861378,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.3924082286355355,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.27479992432932565,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.23166125968823223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.14968673077884892,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.1248955097361604,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.3455477001806881,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.830854756854953,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.20829701502904488,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.47289369671314047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-2.055521442508118,-0.47454519624983954,2.0089333664952354,0.6792945838081278,0.4532263111425748,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.00819117907612406,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.37316263612134226,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.5577910277347753,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.6811127586453682,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.06255659677523837,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.6307359423566569,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.5974097822115382,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8145709511162281,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.13330437262660078,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.940663265248102,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.9115299069915874,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.5368057694182641,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0.22043450663021133,2.2474704895351842,-0.4736736092984604,1.299429290952638,-0.1423794216910609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.9822776828429499,0.4327933656785018,3.250236854392083,1.9195639980971482,0.6233938271906204,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.47289369671314047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.4870432518834129,2.2474704895351842,2.0089333664952354,2.5396987052416584,2.6987007794454887,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,-0.41629547603205047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.06255659677523837,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.6992865794375002,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.806763380796033,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.1401555926979228,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.2056809915054134,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.27479992432932565,0.4327933656785018,2.0089333664952354,1.299429290952638,0.11284358066326507,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2.0598766787656344,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8797405693934278,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.47289369671314047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2.908849988981983,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,0.6315110816648204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.4870432518834129,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.241316266924983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.29118228248157374,-0.47454519624983954,0.7676298785983874,0.059159876663617696,0.2228261499229997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.29118228248157374,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.3444394801955362,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.13330437262660078,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.20829701502904488,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.6285388035861378,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.443609675522841,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.22043450663021133,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7174492400289059,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.503425610035661,1.340131927606843,-0.4736736092984604,0.6792945838081278,-0.798539974052802,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.13330437262660078,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.6285388035861378,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.830854756854953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.22043450663021133,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8160407306065733,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5741733858870235,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.6794772021991187,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.2711522804976662,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.2109033685492854,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.0408277503255374,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-1.0883993466199935,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.23166125968823223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.5577910277347753,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.6992865794375002,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.5992616204389827,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.9115299069915874,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.23138736843472296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.6285388035861378,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.798539974052802,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2.873476101056302,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8189865811572414,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.06255659677523837,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.1329851701219792,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.41629547603205047,-0.47454519624983954,0.7676298785983874,0.059159876663617696,2.6363132839087284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-1.9727465447620238,3.1548090514635256,2.0089333664952354,3.1598334123861687,0.5286989276421437,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.6285388035861378,1.340131927606843,-0.4736736092984604,0.6792945838081278,1.3924082286355355,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.47289369671314047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.1850606187045301,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.4894379098126231,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.1850606187045301,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3336984726090336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.7061377995088223,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.443609675522841,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-1.2652687862483996,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.47227211715402734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.5646422478060975,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8189865811572414,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.41629547603205047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8933844909173265,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.6048581103349393,0.4327933656785018,0.7676298785983874,0.6792945838081278,0.19484336402527688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0694078168465604,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.9147445967366699,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.22043450663021133,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8019236166026618,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.6992865794375002,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.9050797531497122,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.2109033685492854,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.2286058134653583,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.06255659677523837,0.4327933656785018,-0.4736736092984604,0.059159876663617696,0.3444394801955362,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.3455477001806881,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3336984726090336,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.4870432518834129,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.19287328396337328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,-0.7700343552888627,-0.47454519624983954,2.0089333664952354,0.6792945838081278,0.3552168481314282,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.503425610035661,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.0620380556287106,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.9822776828429499,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.6589770356240848,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.41629547603205047,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,1.4685301291949246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.06255659677523837,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-0.1800831698720664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.5577910277347753,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8189865811572414,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.41629547603205047,0.4327933656785018,-0.4736736092984604,0.059159876663617696,-0.1423794216910609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.7700343552888627,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.9442940832331417,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.840782131140225,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.4507125974257932,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.7700343552888627,0.4327933656785018,0.7676298785983874,0.6792945838081278,0.6904870950626278,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,-0.2040521484779632,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8135961720983267,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.477512113802487,1.340131927606843,2.0089333664952354,1.9195639980971482,0.6233938271906204,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.4680517221099798,-0.47454519624983954,2.0089333664952354,0.6792945838081278,0.3444394801955362,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.8571644892924731,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3336984726090336,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1.493894471954735,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.3693384839068557,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1,-0.5577910277347753,0.4327933656785018,-0.4736736092984604,0.059159876663617696,1.2920564383571118,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.812259463285866,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7510428255154296,-0.47454519624983954,2.0089333664952354,0.6792945838081278,-0.2286058134653583,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.10500526228605592,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8719479292525482,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.493894471954735,-0.47454519624983954,0.7676298785983874,0.059159876663617696,1.2090665177433995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,-0.9822776828429499,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.8209591021193487,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.00819117907612406,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7841792430073967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.15028383883092766,-0.47454519624983954,-0.4736736092984604,-0.5609748304808925,-0.7165619336211217,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.6423544315361613,6.784163299176891,2.0089333664952354,5.64037224096421,1.3361591794576348,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
