survived,sibsp,parch,familiares,fare_log,sex_male,embarked_Q,embarked_S,titulo_Miss,titulo_Mr,titulo_Mrs,titulo_Otro,pclass_2,pclass_3,age
0,0.375,0.3333333333333333,0.5,0.8934502391534316,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2334757476752953
1,0.0,0.0,0.0,0.34990232023989454,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2334757476752953
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3332646691342293
0,0.0,0.0,0.0,0.5380012918108712,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49736114601658704
1,0.125,0.0,0.1,0.8001979354812082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3375291462188236
1,0.0,0.0,0.0,0.34755366512192026,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2774566473988439
0,0.0,0.0,0.0,0.39134423619738523,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8240764011058055
0,0.125,0.0,0.1,0.7083728358165282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34656948982156316
0,0.125,0.0,0.1,0.6361712049470615,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5224930887157577
1,0.0,0.0,0.0,0.3377209927336551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3063583815028902
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2586076903744659
0,0.25,0.0,0.2,0.4717958613762316,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22090977632571
1,0.125,0.0,0.1,0.40135896919365455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17064589092736868
0,0.125,0.0,0.1,0.3763856068398255,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.49736114601658704
0,0.125,0.0,0.1,0.4952865544680222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33400351847197784
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.40102203233643297
1,0.125,0.3333333333333333,0.30000000000000004,0.6010920603306374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.032420206081930136
1,0.0,0.0,0.0,0.34990232023989454,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2334757476752953
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2862528273435537
0,0.125,0.0,0.1,0.44919043492360855,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.595375722543353
1,0.0,0.0,0.0,0.34755366512192026,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2774566473988439
0,0.25,0.0,0.2,0.5001585548138243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.26997220360320917
0,0.125,0.0,0.1,0.4701002597957256,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22090977632571
0,0.5,0.16666666666666666,0.5,0.5938102861020564,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08268409148027142
0,0.0,0.0,0.0,0.34846667530788156,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2586076903744659
1,0.125,0.0,0.1,0.6975306263001565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.610454888162855
1,0.125,0.0,0.1,0.5281013477114938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.35913546117114853
0,0.0,0.16666666666666666,0.1,0.6638133911495926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8115104297562202
1,0.0,0.0,0.0,0.5764076106287911,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4533806619839065
1,0.0,0.0,0.0,0.39134423619738523,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2586076903744659
0,0.0,0.0,0.0,0.3377209927336551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35285247549635584
1,0.125,0.3333333333333333,0.30000000000000004,0.5381641153575258,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05755214878110078
0,0.625,0.3333333333333333,0.7000000000000001,0.6199594201430055,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1329479768786127
0,0.0,0.0,0.0,0.3377209927336551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2711736617240512
1,0.0,0.0,0.0,0.7041351302819917,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4722292033174164
0,0.125,0.0,0.1,0.7108659481313712,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5601910027645137
0,0.375,0.3333333333333333,0.5,0.5389979395502239,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04498617743151546
0,0.0,0.0,0.0,0.5380012918108712,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38072887135318517
1,0.125,0.16666666666666666,0.2,0.4467026649062168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0825098927570323
1,0.0,0.0,0.0,0.39134423619738523,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.35913546117114853
0,0.0,0.0,0.0,0.3548613843209609,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2334757476752953
1,0.5,0.3333333333333333,0.6000000000000001,0.35072669661240763,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20834380497612465
0,0.25,0.0,0.2,0.36344855811683735,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.32143754712239253
0,0.0,0.0,0.0,0.39134423619738523,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39683337521990447
0,0.625,0.3333333333333333,0.7000000000000001,0.6199594201430055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19577783362653933
0,0.0,0.0,0.0,0.6907316473431996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2586076903744659
0,0.125,0.0,0.1,0.4386984565615303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.32143754712239253
1,0.0,0.0,0.0,0.6492173620225161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.39683337521990447
0,0.0,0.0,0.0,0.345711887900344,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3088715757728072
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3332646691342293
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2862528273435537
1,0.0,0.3333333333333333,0.2,0.5449835638455501,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.005152048253329982
1,0.0,0.0,0.0,0.4167393940590734,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.37170143252073384
0,0.0,0.0,0.0,0.36894978127505224,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2711736617240512
1,0.0,0.0,0.0,0.3767675685322775,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35913546117114853
1,0.0,0.0,0.0,0.34823891001848967,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26408248311915583
0,0.0,0.0,0.0,0.6206270580010312,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34656948982156316
1,0.0,0.0,0.0,0.39134423619738523,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20834380497612465
1,0.375,0.0,0.30000000000000004,0.45255376673825426,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4093993465694898
0,0.125,0.5,0.4,0.5713912159474593,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19577783362653933
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2862528273435537
1,0.375,0.3333333333333333,0.5,0.8934502391534316,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2837396330736366
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2963056044232219
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35913546117114853
0,0.0,0.0,0.0,0.3494505372759428,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24604171902488062
0,0.125,0.0,0.1,0.6617541548663702,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5727569741140991
0,0.125,0.3333333333333333,0.30000000000000004,0.49216085751035477,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.32143754712239253
0,0.0,0.0,0.0,0.33812548386615277,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7361146016587082
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2862528273435537
0,0.0,0.0,0.0,0.5726509019154723,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8869062578537321
1,0.0,0.16666666666666666,0.1,0.6672842582473822,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2837396330736366
1,0.0,0.16666666666666666,0.1,0.5092286357428653,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4219653179190751
0,0.125,0.0,0.1,0.5281013477114938,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4219653179190751
0,0.0,0.0,0.0,0.3502016019446998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34656948982156316
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3332646691342293
0,0.0,0.16666666666666666,0.1,0.698677405898743,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2586076903744659
0,0.0,0.0,0.0,0.3633108603971507,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4093993465694898
0,0.25,0.0,0.2,0.35072669661240763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4596632319678311
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34656948982156316
1,0.0,0.0,0.0,0.345711887900344,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2586076903744659
1,0.0,0.0,0.0,0.34801082050793586,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4093993465694898
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4722292033174164
1,0.125,0.0,0.1,0.5167281848535599,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2495777005898466
0,0.0,0.0,0.0,0.6361712049470615,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5853229454636844
0,0.125,0.0,0.1,0.4386984565615303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17692887660216136
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2711736617240512
0,0.125,0.0,0.1,0.38165194930393287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24604171902488062
0,0.0,0.0,0.0,0.43874096070747076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20834380497612465
0,0.0,0.0,0.0,0.35072669661240763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2586076903744659
0,0.0,0.0,0.0,0.34755366512192026,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8806232721789394
0,0.125,0.0,0.1,0.4952865544680222,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35913546117114853
0,0.0,0.16666666666666666,0.1,0.8837685600885564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2963056044232219
0,0.5,0.3333333333333333,0.6000000000000001,0.556695873257052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.01985423473234481
0,0.25,0.0,0.2,0.6907316473431996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2586076903744659
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2862528273435537
0,0.125,0.0,0.1,0.5506031046482883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40311636089469716
1,0.0,0.0,0.0,0.42286368807669106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40311636089469716
0,0.0,0.16666666666666666,0.1,0.698677405898743,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6732847449107816
1,0.125,0.0,0.1,0.40135896919365455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14551394822819805
0,0.0,0.0,0.0,0.34755366512192026,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.648152802211611
1,0.0,0.0,0.0,0.3360081353775779,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2963056044232219
1,0.125,0.16666666666666666,0.2,0.5048860932177652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08516677772086521
0,0.0,0.0,0.0,0.33269334148249674,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5601910027645137
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4093993465694898
0,0.0,0.0,0.0,0.3341931919415684,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24604171902488062
0,0.125,0.0,0.1,0.43917261968469046,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5853229454636844
1,0.125,0.0,0.1,0.5281013477114938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.35913546117114853
0,0.0,0.0,0.0,0.42286368807669106,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3088715757728072
0,0.0,0.0,0.0,0.44471781555828604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2837396330736366
1,0.0,0.3333333333333333,0.2,0.5297738466092561,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2334757476752953
0,0.125,0.0,0.1,0.6394627518675874,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4596632319678311
0,0.0,0.0,0.0,0.3723849402651219,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19577783362653933
0,0.0,0.0,0.0,0.7025447166880028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2963056044232219
0,0.0,0.3333333333333333,0.2,0.4467026649062168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.35913546117114853
1,0.0,0.0,0.0,0.34755366512192026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2711736617240512
1,0.125,0.0,0.1,0.45255376673825426,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2963056044232219
0,0.0,0.0,0.0,0.32810766862723467,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2334757476752953
0,0.0,0.0,0.0,0.40470470937773706,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22090977632571
0,0.125,0.16666666666666666,0.2,0.5818031659922842,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2334757476752953
1,0.0,0.0,0.0,0.348390182281133,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33400351847197784
0,0.25,0.3333333333333333,0.4,0.5713912159474593,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10781603417944208
0,0.0,0.3333333333333333,0.2,0.5281013477114938,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4533802462930384
0,0.0,0.0,0.0,0.42286368807669106,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5224930887157577
0,0.0,0.0,0.0,0.41733284975267587,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6355868308620256
1,0.125,0.0,0.1,0.675158433212671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2711736617240512
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6921337019351597
0,0.0,0.3333333333333333,0.2,0.43917261968469046,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5036441316913798
0,0.0,0.0,0.0,0.3393347941656439,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3515958783623775
0,0.0,0.16666666666666666,0.1,0.6622795418565016,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6355868308620256
1,0.0,0.0,0.0,0.34724755706710003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19577783362653933
0,0.0,0.0,0.0,0.3529552840548492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37170143252073384
0,0.0,0.0,0.0,0.36344855811683735,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34359040313521455
0,1.0,0.3333333333333333,1.0,0.682002570512027,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07852428762340766
0,0.0,0.16666666666666666,0.1,0.45491364524217526,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5476250314149284
1,0.0,0.0,0.0,0.45159999693344244,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.49736114601658704
0,0.0,0.0,0.0,0.34801082050793586,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.32143754712239253
0,0.0,0.0,0.0,0.36344855811683735,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20834380497612465
0,0.5,0.16666666666666666,0.5,0.5938102861020564,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007288263382759488
1,0.0,0.3333333333333333,0.2,0.491789087380451,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10781603417944208
1,0.0,0.16666666666666666,0.1,0.6449935901916027,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6388057057897302
0,0.125,0.6666666666666666,0.5,0.5389979395502239,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5601910027645137
0,0.0,0.0,0.0,0.5276556371206051,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6614616015801593
0,0.0,0.0,0.0,0.6492173620225161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34656948982156316
0,0.0,0.0,0.0,0.5673780187678832,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7612465443578789
0,0.5,0.16666666666666666,0.5,0.5456498136790771,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04498617743151546
1,0.125,0.16666666666666666,0.2,0.3999337912742493,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.007288263382759488
0,0.0,0.0,0.0,0.35072669661240763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2586076903744659
0,0.0,0.0,0.0,0.5537942554801266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6984166876099522
0,0.125,0.16666666666666666,0.2,0.3494505372759428,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22090977632571
0,0.375,0.16666666666666666,0.4,0.5249047780663141,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034028458006040915
0,0.0,0.0,0.0,0.543440593729386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6230208595124404
0,0.0,0.0,0.0,0.42286368807669106,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37170143252073384
0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4470972606182458
0,1.0,0.3333333333333333,1.0,0.682002570512027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10882958912166486
0,0.0,0.0,0.0,0.4447597511380872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28409655999001465
0,0.5,0.3333333333333333,0.6000000000000001,0.5572534209632187,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10781603417944208
1,0.25,0.16666666666666666,0.30000000000000004,0.5910796833899638,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007288263382759488
1,0.0,0.3333333333333333,0.2,0.5025832588136308,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04498617743151546
0,0.0,0.0,0.0,0.6300076429831359,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4596028917407985
1,0.125,0.0,0.1,0.44919043492360855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3973536136594151
1,0.0,0.0,0.0,0.5313325505056177,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5601910027645137
0,0.125,0.16666666666666666,0.2,0.44919043492360855,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49736114601658704
0,0.0,0.0,0.0,0.3502016019446998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4470972606182458
1,0.0,0.0,0.0,0.42286368807669106,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.39683337521990447
0,0.0,0.0,0.0,0.42286368807669106,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2334757476752953
1,0.125,0.0,0.1,0.3494505372759428,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2334757476752953
1,0.125,0.16666666666666666,0.2,0.5281013477114938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.032420206081930136
1,0.0,0.0,0.0,0.5380012918108712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5476250314149284
1,0.0,0.0,0.0,0.8001979354812082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.723548630309123
0,0.0,0.0,0.0,0.34755366512192026,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.648152802211611
0,0.0,0.16666666666666666,0.1,0.3591068861516606,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5224930887157577
1,0.0,0.0,0.0,0.34755366512192026,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2774566473988439
